2023 Referendum Polling Place Results By State [Please Note: These results are not final. Event:29581 Phase:PostElection Generated:2023-10-16T21:15:21 Cycle:1adc7347-4316-4308-a6b1-1fe08cde6680 Created:2023-10-16T21:15:15 Environment:PROD Site:CANBERRA Server:VTR03 Version:10.11.168.0]
QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,QLD,175,Bald Hills,704,40.84,1020,59.16,1724,98.74,22,1.26,1746
1,QLD,170,Ballandean,51,25.37,150,74.63,201,100,0,0,201
1,QLD,163,Balmoral,770,57.98,558,42.02,1328,99.18,11,0.82,1339
1,QLD,168,Bamaga,263,60.05,175,39.95,438,99.32,3,0.68,441
1,QLD,311,Banana,17,10.83,140,89.17,157,100,0,0,157
1,QLD,302,Banksia Beach,363,28.36,917,71.64,1280,98.54,19,1.46,1299
1,QLD,169,Banyo East,1147,51.62,1075,48.38,2222,99.02,22,0.98,2244
1,QLD,311,Baralaba,17,8.54,182,91.46,199,100,0,0,199
1,QLD,170,Barcaldine,123,19.84,497,80.16,620,99.84,1,0.16,621
1,QLD,177,Bardon,671,63.54,385,36.46,1056,99.44,6,0.56,1062
1,QLD,166,Bargara,369,29.29,891,70.71,1260,98.9,14,1.1,1274
1,QLD,166,Bargara PPVC,1112,19.04,4729,80.96,5841,99.3,41,0.7,5882
1,QLD,166,Bargara South,269,28.32,681,71.68,950,98.96,10,1.04,960
1,QLD,161,Baringa,807,37.29,1357,62.71,2164,98.54,32,1.46,2196
1,QLD,178,Bauple,101,22.39,350,77.61,451,99.34,3,0.66,454
1,QLD,155,Bay View Thornlands,633,33.74,1243,66.26,1876,99.21,15,0.79,1891
1,QLD,168,Bayview Heights,234,30.08,544,69.92,778,98.23,14,1.77,792
1,QLD,302,Beachmere,400,24.98,1201,75.02,1601,98.89,18,1.11,1619
1,QLD,158,Beaconsfield,304,24.17,954,75.83,1258,99.29,9,0.71,1267
1,QLD,316,Beaudesert,192,20.43,748,79.57,940,99.26,7,0.74,947
1,QLD,316,Beaudesert East,258,26.52,715,73.48,973,98.88,11,1.12,984
1,QLD,316,Beaudesert PPVC,981,17.97,4478,82.03,5459,99.22,43,0.78,5502
1,QLD,316,Beechmont,257,47.42,285,52.58,542,98.01,11,1.99,553
1,QLD,162,Beenleigh,630,33.56,1247,66.44,1877,98.79,23,1.21,1900
1,QLD,159,Beenleigh FADDEN PPVC,139,21.75,500,78.25,639,99.53,3,0.47,642
1,QLD,162,Beenleigh FORDE PPVC,3164,24.31,9852,75.69,13016,99.09,120,0.91,13136
1,QLD,162,Beenleigh Voting Day PPVC,0,0,0,0,0,0,0,0,0
1,QLD,316,Beenleigh WRIGHT PPVC,170,21.38,625,78.62,795,99.38,5,0.63,800
1,QLD,161,Beerburrum,64,22.54,220,77.46,284,99.3,2,0.7,286
1,QLD,161,Beerwah,442,25.7,1278,74.3,1720,98.57,25,1.43,1745
1,QLD,161,Beerwah PPVC,1636,28.58,4089,71.42,5725,98.57,83,1.43,5808
1,QLD,165,Belgian Gardens,479,43.59,620,56.41,1099,99.1,10,0.9,1109
1,QLD,170,Bell,26,9.03,262,90.97,288,99.31,2,0.69,290
1,QLD,302,Bellara,222,29.21,538,70.79,760,98.7,10,1.3,770
1,QLD,174,Bellbird Park,648,43.84,830,56.16,1478,98.53,22,1.47,1500
1,QLD,177,Bellbowrie,511,46.97,577,53.03,1088,99.63,4,0.37,1092
1,QLD,304,Bellbowrie BLAIR PPVC,256,38.27,413,61.73,669,99.11,6,0.89,675
1,QLD,177,Bellbowrie RYAN PPVC,1909,37.37,3199,62.63,5108,99.57,22,0.43,5130
1,QLD,172,Bellevue Park,478,39.5,732,60.5,1210,99.18,10,0.82,1220
1,QLD,302,Bellmere,354,29.92,829,70.08,1183,98.34,20,1.66,1203
1,QLD,310,Belmont,1031,44.29,1297,55.71,2328,99.23,18,0.77,2346
1,QLD,310,Belmont East,161,41.71,225,58.29,386,100,0,0,386
1,QLD,311,Benaraby,57,14.11,347,85.89,404,99.51,2,0.49,406
1,QLD,172,Benowa,777,33.28,1558,66.72,2335,98.69,31,1.31,2366
1,QLD,167,Bentley Park (Kennedy),266,27.12,715,72.88,981,97.81,22,2.19,1003
1,QLD,168,Bentley Park (Leichhardt),150,34.72,282,65.28,432,98.63,6,1.37,438
1,QLD,176,Berrinba East,560,38.78,884,61.22,1444,98.57,21,1.43,1465
1,QLD,157,Berserker,293,23.86,935,76.14,1228,98.95,13,1.05,1241
1,QLD,162,Bethania,656,32.67,1352,67.33,2008,98.29,35,1.71,2043
1,QLD,167,Biboohra,11,10.38,95,89.62,106,97.25,3,2.75,109
1,QLD,164,Biddeston,29,12.34,206,87.66,235,99.16,2,0.84,237
1,QLD,311,Biggenden,94,15.19,525,84.81,619,99.36,4,0.64,623
1,QLD,159,Biggera Waters,396,34.49,752,65.51,1148,98.04,23,1.96,1171
1,QLD,311,Biloela,134,18.21,602,81.79,736,98.79,9,1.21,745
1,QLD,311,Biloela PPVC,368,10.65,3087,89.35,3455,99.63,13,0.37,3468
1,QLD,155,Birkdale,815,35.45,1484,64.55,2299,99.35,15,0.65,2314
1,QLD,310,Birkdale BONNER PPVC,135,24.46,417,75.54,552,99.46,3,0.54,555
1,QLD,155,Birkdale BOWMAN PPVC,2583,24.92,7781,75.08,10364,99.19,85,0.81,10449
1,QLD,155,Birkdale South,586,32.5,1217,67.5,1803,98.96,19,1.04,1822
1,QLD,170,Blackall,90,14.4,535,85.6,625,99.52,3,0.48,628
1,QLD,170,Blackbutt,181,18.32,807,81.68,988,98.6,14,1.4,1002
1,QLD,311,Blackwater,136,17.17,656,82.83,792,99.25,6,0.75,798
1,QLD,311,Blackwater PPVC,130,10.08,1160,89.92,1290,99.69,4,0.31,1294
1,QLD,316,Blenheim,57,15.79,304,84.21,361,99.72,1,0.28,362
1,QLD,160,Bli Bli,697,34.82,1305,65.18,2002,98.57,29,1.43,2031
1,QLD,160,Bli Bli North,133,36.24,234,63.76,367,99.19,3,0.81,370
1,QLD,168,Bloomfield,139,66.51,70,33.49,209,99.52,1,0.48,210
1,QLD,158,Bloomsbury,46,13.61,292,86.39,338,99.41,2,0.59,340
1,QLD,165,Bluewater,181,16.34,927,83.66,1108,99.37,7,0.63,1115
1,QLD,311,Bluff,15,11.36,117,88.64,132,99.25,1,0.75,133
1,QLD,161,Bokarina,446,40.55,654,59.45,1100,98.57,16,1.43,1116
1,QLD,170,Bollon,6,7.14,78,92.86,84,100,0,0,84
1,QLD,302,Bongaree,398,29.29,961,70.71,1359,98.91,15,1.09,1374
1,QLD,171,Bonogin (McPherson),100,34.84,187,65.16,287,97.95,6,2.05,293
1,QLD,316,Bonogin (Wright),351,31.85,751,68.15,1102,99.46,6,0.54,1108
1,QLD,316,Boonah,203,25.73,586,74.27,789,99,8,1,797
1,QLD,316,Boonah PPVC,509,18.26,2278,81.74,2787,99.01,28,0.99,2815
1,QLD,169,Boondall,417,47.88,454,52.12,871,98.86,10,1.14,881
1,QLD,169,Boondall LILLEY PPVC,3452,38,5632,62,9084,99.29,65,0.71,9149
1,QLD,175,Boondall PETRIE PPVC,902,32.12,1906,67.88,2808,99.4,17,0.6,2825
1,QLD,178,Boonooroo,38,12.06,277,87.94,315,100,0,0,315
1,QLD,178,Boreen Point,162,41.54,228,58.46,390,98.73,5,1.27,395
1,QLD,162,Boronia Heights (Forde),459,30.38,1052,69.62,1511,98.56,22,1.44,1533
1,QLD,176,Boronia Heights (Rankin),141,32.79,289,67.21,430,98.85,5,1.15,435
1,QLD,311,Bouldercombe,54,14.44,320,85.56,374,99.2,3,0.8,377
1,QLD,167,Boulia,22,20,88,80,110,100,0,0,110
1,QLD,158,Bowen,243,20.68,932,79.32,1175,99.07,11,0.93,1186
1,QLD,158,Bowen PPVC,597,14.34,3566,85.66,4163,99.52,20,0.48,4183
1,QLD,164,Bowenville,10,8.2,112,91.8,122,100,0,0,122
1,QLD,311,Boyne Island,335,22.98,1123,77.02,1458,99.05,14,0.95,1472
1,QLD,311,Boyne Tannum PPVC,771,22.84,2605,77.16,3376,99.5,17,0.5,3393
1,QLD,311,Boyne Valley,23,17.04,112,82.96,135,99.26,1,0.74,136
1,QLD,175,Bracken Ridge,426,36.29,748,63.71,1174,98.74,15,1.26,1189
1,QLD,175,Bracken Ridge East,743,42.31,1013,57.69,1756,98.93,19,1.07,1775
1,QLD,175,Bracken Ridge South,323,42.28,441,57.72,764,98.33,13,1.67,777
1,QLD,175,Bracken Ridge West,802,39.94,1206,60.06,2008,99.16,17,0.84,2025
1,QLD,166,Branyan,198,18.63,865,81.37,1063,97.79,24,2.21,1087
1,QLD,304,Brassall,557,32.42,1161,67.58,1718,98.85,20,1.15,1738
1,QLD,304,Brassall North,581,32.35,1215,67.65,1796,98.63,25,1.37,1821
1,QLD,252,Bray Park,590,35.1,1091,64.9,1681,98.48,26,1.52,1707
1,QLD,252,Bray Park West,1063,32.38,2220,67.62,3283,98.74,42,1.26,3325
1,QLD,302,Bribie Island PPVC,2646,21.38,9730,78.62,12376,99.36,80,0.64,12456
1,QLD,252,Bridgeman Downs (Dickson),280,43.48,364,56.52,644,99.23,5,0.77,649
1,QLD,175,Bridgeman Downs (Petrie),720,38.4,1155,61.6,1875,99.58,8,0.42,1883
1,QLD,169,Brighton,867,49.57,882,50.43,1749,99.38,11,0.63,1760
1,QLD,169,Brighton South,784,49.68,794,50.32,1578,98.93,17,1.07,1595
1,QLD,168,Brinsmead,428,37.12,725,62.88,1153,98.38,19,1.62,1172
1,QLD,310,Brisbane BONNER PPVC,61,47.66,67,52.34,128,99.22,1,0.78,129
1,QLD,156,Brisbane BRISBANE PPVC,2435,53.74,2096,46.26,4531,99.34,30,0.66,4561
1,QLD,310,Brisbane Central BONNER PPVC,876,49.91,879,50.09,1755,99.15,15,0.85,1770
1,QLD,156,Brisbane Central BRISBANE PPVC,6614,54.97,5418,45.03,12032,99.44,68,0.56,12100
1,QLD,252,Brisbane Central DICKSON PPVC,580,50.43,570,49.57,1150,98.63,16,1.37,1166
1,QLD,163,Brisbane Central GRIFFITH PPVC,3962,58.22,2843,41.78,6805,99.34,45,0.66,6850
1,QLD,169,Brisbane Central LILLEY PPVC,1469,56.57,1128,43.43,2597,99.16,22,0.84,2619
1,QLD,173,Brisbane Central MORETON PPVC,1570,55.87,1240,44.13,2810,98.84,33,1.16,2843
1,QLD,174,Brisbane Central OXLEY PPVC,625,52.3,570,47.7,1195,99.33,8,0.67,1203
1,QLD,175,Brisbane Central PETRIE PPVC,426,47.65,468,52.35,894,98.78,11,1.22,905
1,QLD,176,Brisbane Central RANKIN PPVC,439,46.46,506,53.54,945,99.06,9,0.94,954
1,QLD,177,Brisbane Central RYAN PPVC,2282,58.35,1629,41.65,3911,99.54,18,0.46,3929
1,QLD,163,Brisbane GRIFFITH PPVC,400,48.19,430,51.81,830,98.69,11,1.31,841
1,QLD,169,Brisbane LILLEY PPVC,135,56.02,106,43.98,241,100,0,0,241
1,QLD,173,Brisbane MORETON PPVC,131,61.79,81,38.21,212,99.53,1,0.47,213
1,QLD,310,Brisbane North (Bonner),60,62.5,36,37.5,96,98.97,1,1.03,97
1,QLD,156,Brisbane North (Brisbane),1336,60.51,872,39.49,2208,99.15,19,0.85,2227
1,QLD,252,Brisbane North (Dickson),34,52.31,31,47.69,65,97.01,2,2.99,67
1,QLD,163,Brisbane North (Griffith),443,65.73,231,34.27,674,99.12,6,0.88,680
1,QLD,169,Brisbane North (Lilley),96,62.75,57,37.25,153,99.35,1,0.65,154
1,QLD,173,Brisbane North (Moreton),145,64.73,79,35.27,224,98.25,4,1.75,228
1,QLD,174,Brisbane North (Oxley),56,54.9,46,45.1,102,99.03,1,0.97,103
1,QLD,175,Brisbane North (Petrie),41,50.62,40,49.38,81,98.78,1,1.22,82
1,QLD,176,Brisbane North (Rankin),46,56.1,36,43.9,82,100,0,0,82
1,QLD,177,Brisbane North (Ryan),213,67.62,102,32.38,315,99.06,3,0.94,318
1,QLD,177,Brisbane RYAN PPVC,213,54.76,176,45.24,389,99.74,1,0.26,390
1,QLD,172,Broadbeach,688,38.18,1114,61.82,1802,98.79,22,1.21,1824
1,QLD,172,Broadbeach Waters,451,36.28,792,63.72,1243,98.03,25,1.97,1268
1,QLD,171,Broadbeach Waters MCPHERSON PPVC,380,26.95,1030,73.05,1410,99.37,9,0.63,1419
1,QLD,172,Broadbeach Waters MONCRIEFF PPVC,1876,26.64,5165,73.36,7041,99.07,66,0.93,7107
1,QLD,172,Broadbeach Waters West,182,33.27,365,66.73,547,98.38,9,1.62,556
1,QLD,170,Broadwater Crossing,36,16.29,185,83.71,221,99.55,1,0.45,222
1,QLD,177,Brookfield,638,47.75,698,52.25,1336,99.63,5,0.37,1341
1,QLD,178,Brooweena,14,15.56,76,84.44,90,98.9,1,1.1,91
1,QLD,176,Browns Plains,709,37,1207,63,1916,98.11,37,1.89,1953
1,QLD,162,Browns Plains FORDE PPVC,905,22.45,3126,77.55,4031,99.07,38,0.93,4069
1,QLD,176,Browns Plains RANKIN PPVC,2758,27.18,7388,72.82,10146,98.96,107,1.04,10253
1,QLD,316,Browns Plains WRIGHT PPVC,434,20.81,1652,79.19,2086,98.72,27,1.28,2113
1,QLD,158,Bucasia,447,26.2,1259,73.8,1706,99.01,17,0.99,1723
1,QLD,161,Buddina,683,35.83,1223,64.17,1906,98.5,29,1.5,1935
1,QLD,160,Buddina FAIRFAX PPVC,542,32.55,1123,67.45,1665,98.99,17,1.01,1682
1,QLD,161,Buddina FISHER PPVC,2313,25.65,6704,74.35,9017,99.14,78,0.86,9095
1,QLD,160,Buderim,794,43.67,1024,56.33,1818,99.07,17,0.93,1835
1,QLD,160,Buderim FAIRFAX PPVC,3303,33.93,6432,66.07,9735,99.41,58,0.59,9793
1,QLD,161,Buderim FISHER PPVC,767,30.16,1776,69.84,2543,99.22,20,0.78,2563
1,QLD,160,Buderim North,323,36.91,552,63.09,875,99.09,8,0.91,883
1,QLD,160,Buderim South,350,39.59,534,60.41,884,99.21,7,0.79,891
1,QLD,160,Buderim South FAIRFAX PPVC,1363,33.37,2722,66.63,4085,99.32,28,0.68,4113
1,QLD,161,Buderim South FISHER PPVC,764,29.38,1836,70.62,2600,98.97,27,1.03,2627
1,QLD,160,Buderim West,459,45.67,546,54.33,1005,98.53,15,1.47,1020
1,QLD,163,Bulimba,1136,49.91,1140,50.09,2276,98.57,33,1.43,2309
1,QLD,163,Bulimba Heights,687,57.3,512,42.7,1199,99.67,4,0.33,1203
1,QLD,311,Bullyard,56,14.18,339,85.82,395,99.5,2,0.5,397
1,QLD,166,Bundaberg Central,275,23.83,879,76.17,1154,98.55,17,1.45,1171
1,QLD,311,Bundaberg Central FLYNN PPVC,310,14.21,1871,85.79,2181,99.82,4,0.18,2185
1,QLD,166,Bundaberg Central HINKLER PPVC,1842,17.01,8986,82.99,10828,99.47,58,0.53,10886
1,QLD,166,Bundaberg East,262,20.61,1009,79.39,1271,98.91,14,1.09,1285
1,QLD,311,Bundaberg FLYNN PPVC,246,14.33,1471,85.67,1717,99.88,2,0.12,1719
1,QLD,166,Bundaberg HINKLER PPVC,1527,16.62,7658,83.38,9185,99.44,52,0.56,9237
1,QLD,166,Bundaberg North,173,21.93,616,78.07,789,98.5,12,1.5,801
1,QLD,311,Bundaberg North West (Flynn),61,15.93,322,84.07,383,98.21,7,1.79,390
1,QLD,166,Bundaberg North West (Hinkler),136,20.24,536,79.76,672,98.68,9,1.32,681
1,QLD,166,Bundaberg South,204,26.05,579,73.95,783,99.75,2,0.25,785
1,QLD,166,Bundaberg West,257,29.54,613,70.46,870,98.75,11,1.25,881
1,QLD,172,Bundall,358,31.6,775,68.4,1133,97.5,29,2.5,1162
1,QLD,304,Bundamba,365,34.83,683,65.17,1048,99.15,9,0.85,1057
1,QLD,304,Bundamba South,540,34.2,1039,65.8,1579,98.69,21,1.31,1600
1,QLD,252,Bunya DICKSON PPVC,3137,35.3,5750,64.7,8887,99.14,77,0.86,8964
1,QLD,169,Bunya LILLEY PPVC,320,38.37,514,61.63,834,99.05,8,0.95,842
1,QLD,177,Bunya RYAN PPVC,660,39.54,1009,60.46,1669,99.64,6,0.36,1675
1,QLD,163,Buranda West (Griffith),326,69.51,143,30.49,469,99.79,1,0.21,470
1,QLD,173,Buranda West (Moreton),183,68.03,86,31.97,269,98.53,4,1.47,273
1,QLD,165,Burdell,309,19.24,1297,80.76,1606,99.26,12,0.74,1618
1,QLD,171,Burleigh Heads (McPherson),753,46.48,867,53.52,1620,98.96,17,1.04,1637
1,QLD,172,Burleigh Heads (Moncrieff),111,45.31,134,54.69,245,98.79,3,1.21,248
1,QLD,171,Burleigh Heads MCPHERSON PPVC,4531,30.76,10198,69.24,14729,99.02,146,0.98,14875
1,QLD,172,Burleigh Heads MONCRIEFF PPVC,1415,32.23,2975,67.77,4390,98.76,55,1.24,4445
1,QLD,171,Burleigh North (McPherson),117,38.24,189,61.76,306,98.71,4,1.29,310
1,QLD,172,Burleigh North (Moncrieff),99,45.21,120,54.79,219,98.21,4,1.79,223
1,QLD,171,Burleigh Waters,874,42.43,1186,57.57,2060,98.75,26,1.25,2086
1,QLD,166,Burnett Heads,214,21.46,783,78.54,997,99.01,10,0.99,1007
1,QLD,160,Burnside,508,35.6,919,64.4,1427,98.82,17,1.18,1444
1,QLD,302,Burpengary,245,24.7,747,75.3,992,99,10,1,1002
1,QLD,302,Burpengary East (Longman),208,28.3,527,71.7,735,99.06,7,0.94,742
1,QLD,175,Burpengary East (Petrie),155,28.13,396,71.87,551,99.1,5,0.9,556
1,QLD,302,Burpengary LONGMAN PPVC,1882,21.87,6723,78.13,8605,99.23,67,0.77,8672
1,QLD,302,Burpengary Meadows,463,26.32,1296,73.68,1759,98.99,18,1.01,1777
1,QLD,175,Burpengary PETRIE PPVC,260,20.77,992,79.23,1252,99.6,5,0.4,1257
1,QLD,302,Burpengary South,287,28.08,735,71.92,1022,97.99,21,2.01,1043
1,QLD,302,Burpengary West,462,28,1188,72,1650,98.74,21,1.26,1671
1,QLD,176,Burrowes,866,39.15,1346,60.85,2212,98.14,42,1.86,2254
1,QLD,166,Burrum Heads,164,14.11,998,85.89,1162,99.57,5,0.43,1167
1,QLD,302,Caboolture,434,32.05,920,67.95,1354,97.55,34,2.45,1388
1,QLD,302,Caboolture East,462,31.39,1010,68.61,1472,98.79,18,1.21,1490
1,QLD,302,Caboolture North,492,25.83,1413,74.17,1905,98.2,35,1.8,1940
1,QLD,302,Caboolture PPVC,1962,22.47,6769,77.53,8731,99.27,64,0.73,8795
1,QLD,302,Caboolture West,367,23.05,1225,76.95,1592,98.27,28,1.73,1620
1,QLD,167,Cairns CBD KENNEDY PPVC,232,29.11,565,70.89,797,98.52,12,1.48,809
1,QLD,168,Cairns CBD LEICHHARDT PPVC,2877,34.66,5424,65.34,8301,99.34,55,0.66,8356
1,QLD,168,Cairns City,576,46.08,674,53.92,1250,99.05,12,0.95,1262
1,QLD,167,Cairns KENNEDY PPVC,126,26.64,347,73.36,473,99.16,4,0.84,477
1,QLD,168,Cairns LEICHHARDT PPVC,2933,32.76,6020,67.24,8953,99.27,66,0.73,9019
1,QLD,167,Cairns South KENNEDY PPVC,1717,19.63,7032,80.37,8749,99.25,66,0.75,8815
1,QLD,168,Cairns South LEICHHARDT PPVC,1648,21.62,5973,78.38,7621,99.54,35,0.46,7656
1,QLD,168,Cairns West,554,46.63,634,53.37,1188,99,12,1,1200
1,QLD,176,Calamvale,925,44.39,1159,55.61,2084,99.29,15,0.71,2099
1,QLD,176,Calamvale East,545,45.99,640,54.01,1185,99.33,8,0.67,1193
1,QLD,158,Calen,58,12.29,414,87.71,472,99.79,1,0.21,473
1,QLD,311,Calliope,261,15.48,1425,84.52,1686,98.54,25,1.46,1711
1,QLD,161,Caloundra,749,38.21,1211,61.79,1960,98.54,29,1.46,1989
1,QLD,161,Caloundra East PPVC,4507,27,12187,73,16694,99.09,153,0.91,16847
1,QLD,161,Caloundra West,395,31.68,852,68.32,1247,98.5,19,1.5,1266
1,QLD,161,Caloundra West PPVC,1341,28.96,3289,71.04,4630,98.85,54,1.15,4684
1,QLD,164,Cambooya,137,15.68,737,84.32,874,98.98,9,1.02,883
1,QLD,174,Camira,663,33.07,1342,66.93,2005,98.57,29,1.43,2034
1,QLD,163,Camp Hill,1197,57.05,901,42.95,2098,98.78,26,1.22,2124
1,QLD,163,Cannon Hill,1103,57.18,826,42.82,1929,99.02,19,0.98,1948
1,QLD,163,Cannon Hill Central,432,57.83,315,42.17,747,99.07,7,0.93,754
1,QLD,158,Cannonvale,392,32.5,814,67.5,1206,98.85,14,1.15,1220
1,QLD,159,Canowindra (Fadden),230,24.95,692,75.05,922,99.03,9,0.97,931
1,QLD,162,Canowindra (Forde),222,27.41,588,72.59,810,99.63,3,0.37,813
